author,title,types,price,review,rate
Jim Collins,Outliers: The Story of Success,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.60</span></span>","22,955",4.7 out of 5 stars
Greg Mortenson,Catching Fire (The Hunger Games),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","33,507",4.7 out of 5 stars
F. A. Hayek,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","6,647",4.6 out of 5 stars
John Grisham,Good to Great: Why Some Companies Make the Leap and Others Don't,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","6,019",4.5 out of 5 stars
Tony Hsieh,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.77</span></span>","3,519",4.3 out of 5 stars
Rick Riordan,"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.35</span></span>","2,491",4.7 out of 5 stars
Chip Heath,The Confession: A Novel,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","8,611",4.4 out of 5 stars
Garth Stein,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.43</span></span>","3,319",4.6 out of 5 stars
Gary Chapman,A Patriot's History of the United States: From Columbus's Great Discovery to the War on Terror,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.71</span></span>",579,4.7 out of 5 stars
Glenn Beck,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.43</span></span>","15,825",4.8 out of 5 stars
Rick Riordan,Switch: How to Change Things When Change Is Hard,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.31</span></span>","4,015",4.6 out of 5 stars
Rick Riordan,The Art of Racing in the Rain: A Novel,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.07</span></span>","16,782",4.7 out of 5 stars
Chris Cleave,The 5 Love Languages: The Secret to Love That Lasts,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","4,888",4.7 out of 5 stars
Ina Garten,"Broke: The Plan to Restore Our Trust, Truth and Treasure",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.43</span></span>",529,4.5 out of 5 stars
Peter A. Lillback,"The Red Pyramid (The Kane Chronicles, Book 1)",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.42</span></span>","5,320",4.7 out of 5 stars
David Platt,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.46</span></span>","1,305",4.8 out of 5 stars
Robert Jordan,Little Bee: A Novel,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.56</span></span>","1,925",4.2 out of 5 stars
Tatiana de Rosnay,"Barefoot Contessa, How Easy Is That?: Fabulous Recipes & Easy Tips",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.86</span></span>","1,427",4.7 out of 5 stars
Suzanne Collins,George Washington's Sacred Fire,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$3.32</span></span>",623,4.6 out of 5 stars
Stacy Schiff,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","1,711",4.6 out of 5 stars
Jonathan Franzen,Cleopatra: A Life,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.56</span></span>","1,628",4.2 out of 5 stars
Jonathan Franzen,Freedom: A Novel,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.43</span></span>","2,798",4.0 out of 5 stars
Christopher McDougall,Freedom,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.58</span></span>","2,798",4.0 out of 5 stars
Ken Follett,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","12,371",4.7 out of 5 stars
Elizabeth Gilbert,Fall of Giants (The Century Trilogy),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.99</span></span>","19,447",4.5 out of 5 stars
Elizabeth Gilbert,"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","8,777",4.4 out of 5 stars
Chelsea Handler,"Eat Pray Love: One Woman's Search for Everything Across Italy, India and Indonesia",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.08</span></span>","8,777",4.4 out of 5 stars
Colum McCann,Tao I: The Way of All Life,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.21</span></span>",89,4.3 out of 5 stars
Ree Drummond,Chelsea Chelsea Bang Bang,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.25</span></span>","1,050",4.4 out of 5 stars
Malcolm Gladwell,Let the Great World Spin: A Novel,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","1,821",4.3 out of 5 stars
Michael Pollan,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.09</span></span>","5,546",4.8 out of 5 stars
Jorge Cruise,The Tipping Point: How Little Things Can Make a Big Difference,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.97</span></span>","5,934",4.4 out of 5 stars
Rick Riordan,The Omnivore's Dilemma: A Natural History of Four Meals,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.75</span></span>","3,741",4.6 out of 5 stars
Timothy Ferriss,The Belly Fat Cure: Discover the New Carb Swap System™ and Lose 4 to 9 lbs. Every Week,Spiral-bound,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.25</span></span>","1,083",4.1 out of 5 stars
Stephen King,"The Battle of the Labyrinth (Percy Jackson and the Olympians, Book 4)",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","14,787",4.8 out of 5 stars
Janet Evanovich,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$3.76</span></span>","19,550",4.5 out of 5 stars
Stephen Hawking,"Full Dark, No Stars",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.59</span></span>","3,528",4.6 out of 5 stars
Glenn Beck,Sizzling Sixteen (Stephanie Plum Novels),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.53</span></span>","3,607",4.6 out of 5 stars
Sarah Young,The Grand Design,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.59</span></span>","2,870",4.5 out of 5 stars
Laura Bush,The Overton Window ,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.43</span></span>","1,324",4.6 out of 5 stars
Jeff Kinney,"Jesus Calling, Padded Hardcover, with Scripture references",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.07</span></span>","32,149",4.9 out of 5 stars
Mark Nepo,Spoken from the Heart,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>",674,4.6 out of 5 stars
Julia Child,Diary of a Wimpy Kid Do-it-yourself Book,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","5,015",4.8 out of 5 stars
Nicholas Sparks,The Book of Awakening: Having the Life You Want by Being Present to the Life You Have,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","4,102",4.7 out of 5 stars
Daniel G. Amen,"Mastering the Art of French Cooking, Volume I: 50th Anniversary Edition: A Cookbook",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$9.03</span></span>","7,884",4.8 out of 5 stars
Alicia Silverstone,Safe Haven,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.18</span></span>","11,162",4.7 out of 5 stars
Jay-Z,"Change Your Brain, Change Your Body: Use Your Brain to Get and Keep the Body You Have Always Wanted",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.59</span></span>",870,4.5 out of 5 stars
Jeannette Walls,"The Kind Diet: A Simple Guide to Feeling Great, Losing Weight, and Saving the Planet",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.39</span></span>","1,592",4.5 out of 5 stars
William P. Young,Decoded,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.52</span></span>","1,556",4.7 out of 5 stars
Stephenie Meyer,The Glass Castle: A Memoir (book),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.86</span></span>","19,781",4.6 out of 5 stars
Charlaine Harris,The Shack: Where Tragedy Confronts Eternity,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.55</span></span>","23,638",4.7 out of 5 stars
Mary Ann Shaffer,"Breaking Dawn (The Twilight Saga, Book 4)",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.12</span></span>","17,358",4.7 out of 5 stars
Jamie Ford,Sookie Stackhouse 8-copy Boxed Set (Sookie Stackhouse / Southern Vampire),Mass Market Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$23.20</span></span>","1,251",4.7 out of 5 stars
Timothy Ferriss,The Guernsey Literary and Potato Peel Pie Society,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","15,343",4.6 out of 5 stars
Kerry Patterson,Hotel on the Corner of Bitter and Sweet,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.14</span></span>","6,490",4.6 out of 5 stars
Nora Roberts,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$4.51</span></span>","6,700",4.4 out of 5 stars
Project Management Institute,Crucial Conversations: Tools for Talking When Stakes are High,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.25</span></span>",784,4.5 out of 5 stars
Markus Zusak,"Happy Ever After (Bride Quartet, Book 4)",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","2,380",4.7 out of 5 stars
J. D. Salinger,A Guide to the Project Management Body of Knowledge,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.46</span></span>",737,4.5 out of 5 stars
Vince Flynn,The Book Thief,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.42</span></span>","35,336",4.7 out of 5 stars
Jason Fried,The Catcher in the Rye,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.94</span></span>","32,295",4.5 out of 5 stars
Michael Pollan,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.75</span></span>","5,342",4.7 out of 5 stars
David Sedaris,American Assassin: A Thriller (A Mitch Rapp Novel),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","8,915",4.6 out of 5 stars
Spencer Johnson,Rework,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.99</span></span>","6,438",4.5 out of 5 stars
Stieg Larsson,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","11,409",4.7 out of 5 stars
Stieg Larsson,The Girl with the Dragon Tattoo (Millennium Series),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","15,952",4.5 out of 5 stars
George W. Bush,Decision Points,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","2,418",4.6 out of 5 stars
Kathryn Stockett,The Help,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.14</span></span>","18,452",4.8 out of 5 stars
Stieg Larsson,The Girl Who Played with Fire (Millennium Series),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","11,012",4.7 out of 5 stars
Jeff Kinney,"The Ugly Truth (Diary of a Wimpy Kid, Book 5)",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.11</span></span>","11,051",4.8 out of 5 stars
Suzanne Collins,StrengthsFinder 2.0,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","7,182",4.1 out of 5 stars
Geneen Roth,Mockingjay (The Hunger Games),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.47</span></span>","38,081",4.6 out of 5 stars
American Psychological Association,Women Food and God: An Unexpected Path to Almost Everything,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.17</span></span>","2,000",4.4 out of 5 stars
Mark Twain,"Publication Manual of the American Psychological Association, 6th Edition",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.37</span></span>","12,783",4.5 out of 5 stars
Michael Lewis,"Autobiography of Mark Twain, Vol. 1",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.59</span></span>",613,4.4 out of 5 stars
Michael Pollan,The Big Short: Inside the Doomsday Machine,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","6,637",4.7 out of 5 stars
Laura Hillenbrand,Food Rules: An Eater's Manual,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.93</span></span>","2,577",4.5 out of 5 stars
Charlaine Harris,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.25</span></span>","33,917",4.8 out of 5 stars
Justin Halpern,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","3,410",4.6 out of 5 stars
Francis Chan,Sh*t My Dad Says,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.15</span></span>","1,800",4.7 out of 5 stars
Stephenie Meyer,Crazy Love: Overwhelmed by a Relentless God,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.97</span></span>","1,932",4.7 out of 5 stars
Keith Richards,The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.15</span></span>","6,293",4.7 out of 5 stars
Abraham Verghese,Life,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.17</span></span>","4,826",4.6 out of 5 stars
Jon Stewart,Cutting for Stone,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.25</span></span>","7,013",4.6 out of 5 stars
John Heilemann,The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.53</span></span>",586,4.5 out of 5 stars
Rebecca Skloot,The Official SAT Study Guide,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.79</span></span>","1,535",4.4 out of 5 stars
Rick Riordan,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.43</span></span>","1,363",4.5 out of 5 stars
Doug Lemov,The Immortal Life of Henrietta Lacks,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.84</span></span>","17,262",4.7 out of 5 stars
Malcolm Gladwell,"The Lost Hero (Heroes of Olympus, Book 1)",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","12,270",4.8 out of 5 stars
Suzanne Collins,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.23</span></span>",863,4.5 out of 5 stars
Jim Collins,Outliers: The Story of Success,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.60</span></span>","22,955",4.7 out of 5 stars
Greg Mortenson,Catching Fire (The Hunger Games),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","33,507",4.7 out of 5 stars
F. A. Hayek,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","6,647",4.6 out of 5 stars
John Grisham,Good to Great: Why Some Companies Make the Leap and Others Don't,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","6,019",4.5 out of 5 stars
Tony Hsieh,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.77</span></span>","3,519",4.3 out of 5 stars
Rick Riordan,"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.35</span></span>","2,491",4.7 out of 5 stars
Chip Heath,The Confession: A Novel,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","8,611",4.4 out of 5 stars
Garth Stein,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.43</span></span>","3,319",4.6 out of 5 stars
Gary Chapman,A Patriot's History of the United States: From Columbus's Great Discovery to the War on Terror,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.71</span></span>",579,4.7 out of 5 stars
Glenn Beck,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.43</span></span>","15,825",4.8 out of 5 stars
Rick Riordan,Switch: How to Change Things When Change Is Hard,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.31</span></span>","4,015",4.6 out of 5 stars
Rick Riordan,The Art of Racing in the Rain: A Novel,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.07</span></span>","16,782",4.7 out of 5 stars
Chris Cleave,The 5 Love Languages: The Secret to Love That Lasts,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","4,888",4.7 out of 5 stars
Ina Garten,"Broke: The Plan to Restore Our Trust, Truth and Treasure",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.43</span></span>",529,4.5 out of 5 stars
Peter A. Lillback,"The Red Pyramid (The Kane Chronicles, Book 1)",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.42</span></span>","5,320",4.7 out of 5 stars
David Platt,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.46</span></span>","1,305",4.8 out of 5 stars
Robert Jordan,Little Bee: A Novel,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.56</span></span>","1,925",4.2 out of 5 stars
Tatiana de Rosnay,"Barefoot Contessa, How Easy Is That?: Fabulous Recipes & Easy Tips",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.86</span></span>","1,427",4.7 out of 5 stars
Suzanne Collins,George Washington's Sacred Fire,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$3.32</span></span>",623,4.6 out of 5 stars
